0.76842105,68,0.0,12.079476
0.59883721,55.9,0.0,10.513618
1.13157895,52,0.0,8.052984
0.22903226,79.3,0.231496,28.632832
0.64090909,32,0.0,23.040482
0.63888889,46.9,0.0,46.528352
0.94906743,36,0.0,23.040482
0.58571429,35.1,0.0,31.093466
0.55238096,73,0.0,33.5541
1.00400641,80.1,0.0,7.605596
0.54982579,46,0.0,25.501116
0.59411765,82.9,0.0,15.434886
0.33566433,32.7,0.0,18.119214
0.72222222,72,0.0,33.5541
0.23248054,35.2,0.0,21.922012
0.98015873,66,0.0,18.119214
0.75757575,57.9,0.0,44.067718
0.81071429,70,0.0,15.434886
0.84169884,71.6,0.0,4.026492
0.57603687,55.9,0.0,10.513618
0.13571429,49.8,0.0,10.513618
0.80098684,64,0.0,36.014734
0.90417457,60.1,0.047244,20.579848
0.75555556,52,0.023622,20.579848
1.19523809,70.2,0.0,31.093466
0.51269451,46.2,0.0,2.013246
0.73852813,71.1,0.0,12.974252
0.98188153,63,0.0,31.093466
0.84320558,52,0.0,18.119214
0.84738676,64,0.0,25.501116
0.7249104,64,0.0,18.119214
0.36059114,57,0.0,33.5541
0.77027027,75.2,0.0,7.605596
1.13928571,73.9,0.0,31.093466
0.4398827,57,0.0,38.475368
0.7,68,0.0,38.475368
0.50347222,46.6,0.0,36.014734
0.37536657,77,0.0,36.014734
0.46296297,63,0.0,18.119214
0.55337691,65.3,0.0,18.119214
0.43792766,62.1,0.0,10.513618
0.97575758,70,0.0,18.119214
0.88838612,72,0.0,10.513618
0.62828947,66.9,0.0,12.974252
0.57232143,56.8,0.0,25.948504
0.58333333,79,0.0,33.5541
1.10230352,55,0.0,27.96175
0.41666667,55,0.0,10.513618
0.59939148,69.1,0.0,48.988986
0.78777589,66.9,0.0,31.093466
0.52786377,54,0.0,33.5541
0.74324324,55.9,0.0,18.119214
0.77259684,66,0.0,23.040482
0.42211982,72.1,0.0,28.632832
0.36160714,55.9,0.0,12.974252
0.94212963,67.3,0.0,19.908766
0.60278746,63,0.0,15.434886
0.82695374,75,0.0,23.040482
0.41607143,75.2,0.0,20.579848
0.5972973,59,0.0,7.605596
0.58617424,69.1,0.0,15.434886
0.74686882,72,0.0,33.5541
0.45588235,55.9,0.0,36.014734
0.6,72.9,0.0,31.093466
0.79638009,77.5,0.0,2.460634
0.80319149,39.2,0.210236,33.5541
1.15742397,73.9,0.0,23.040482
0.30580645,72,0.0,16.105968
0.72344437,77,0.0,25.501116
0.70189099,64.9,0.0,15.434886
1.06839827,80.6,0.0,38.475368
